user_id,article_1,article_2,article_3,article_4,article_5
237845,96210,336254,234267,123909,336220
218336,96210,336254,234267,124177,123909
240228,96210,336254,123909,336220,183176
243355,123909,160132,123826,183176,234698
202165,96210,234267,124177,123909,336220
249368,96210,336254,234267,124177,123909
226200,96210,336254,124177,123909,336220
209033,96210,124177,123909,336220,160132
232130,96210,336254,123909,336220,183176
227682,96210,336254,234267,123909,336220
207691,234267,124177,289003,124749,124748
201359,96210,123909,336220,183176,123289
237412,336254,123909,207981,233688,289090
217786,96210,123909,336220,124350,183176
233240,96210,336254,123909,336220,160132
235189,96210,336254,123909,336220,160132
220408,96210,336254,336220,183176,123289
202228,96210,336254,234267,124177,123909
232327,336254,123909,336220,124350,160132
239870,96210,336254,123909,336220,183176
242803,124177,123909,160132,123289,234698
235156,96210,336254,234267,123909,336220
232287,96210,336254,123909,336220,183176
233316,96210,336254,234267,123909,336220
214254,96210,234267,124177,123909,336220
224655,96210,123290,234267,124177,123909
242354,96210,336254,234267,124177,123909
225993,96210,336254,234267,124177,123909
206132,96210,336254,234267,124177,123909
230459,96210,336254,123909,336220,183176
235675,96210,123909,336220,160132,183176
228657,96210,336254,234267,123909,336220
234746,96210,336254,234267,123909,336220
202528,96210,336254,234267,124177,123909
237578,96210,336254,234267,124177,123909
206110,96210,234267,124177,123909,336220
228397,123909,162655,202372,202478,84942
210861,96210,336254,234267,123909,336220
225075,96210,124177,123909,336220,183176
234025,96210,336254,234267,123909,336220
227768,96210,124177,123909,336220,124350
209527,96210,234267,123909,336220,183176
235015,96210,124177,123909,160132,183176
241767,96210,336254,234267,123909,336220
233895,96210,336254,234267,123909,336220
219737,96210,123909,336220,183176,234698
236899,96210,123909,336220,160132,183176
238993,96210,336254,123909,336220,160132
219097,96210,234267,123909,336220,183176
229618,96210,336254,123909,336220,183176
247944,96210,336254,123909,336220,183176
230096,96210,123909,336220,183176,234698
232827,96210,336254,124177,123909,336220
233095,96210,123909,336220,183176,234698
200541,96210,336254,124177,123909,336220
209294,96210,336254,234267,124177,123909
207223,96210,336254,124177,123909,336220
202326,96210,124177,123909,336220,160132
205468,96210,124177,123909,336220,124350
223052,96210,336254,234267,123909,336220
238987,124350,123289,288457,202320,206763
245920,96210,336254,124177,123909,336220
224692,96210,123909,336220,183176,234698
213085,96210,336254,234267,124177,123909
231450,96210,124177,123909,336220,183176
205249,123909,183176,289090,336223,64329
203058,96210,336254,123909,336220,183176
229628,124228,62548,160474,348080,330407
230273,96210,336254,234267,124177,123909
244886,96210,123909,336220,160132,183176
231276,96210,336254,123909,336220,236673
248330,96210,123290,124177,123909,336220
210350,96210,234267,124177,123909,336220
212693,123909,336223,336221,162655,156560
237009,96210,336254,123909,336220,183176
237738,162655,160974,235777,284593,336584
211144,96210,336254,123909,336220,183176
211262,123909,161858,64329,336245,156447
207079,96210,234267,124177,123909,336220
212465,96210,336254,234267,123909,336220
216766,96210,336254,234267,123909,336220
238609,96210,124177,123909,336220,160132
222585,96210,124177,123909,336220,160132
218160,96210,336254,234267,124177,123909
233837,96210,123909,183176,64329,336245
229292,96210,234267,123909,336220,183176
248981,96210,336254,123909,336220,183176
205846,96210,336254,234267,124177,123909
222306,96210,124177,123909,336220,124350
225627,96210,123909,183176,234698,336223
222393,96210,336254,234267,123909,336220
232219,96210,336254,123909,336220,183176
239557,336254,234267,124177,123909,336220
248625,96210,336254,234267,123909,336220
214618,96210,336254,123909,336220,183176
215676,96210,336254,123909,336220,183176
236929,96210,123290,124353,124177,123909
225186,123368,96210,123290,234267,124177
226834,96210,336254,234267,123909,183176
201368,96210,336254,234267,123909,336220
200348,96210,336254,234267,123909,336220
219721,96210,336254,234267,123909,336220
205988,96210,234267,124177,123909,336220
214441,96210,336254,234267,124177,123909
242655,96210,336254,123909,336220,124350
235095,96210,123909,183176,64329,336245
209717,336254,234267,124177,123909,336220
245411,96210,336254,234267,123909,336220
207143,96210,336254,123909,336220,183176
209726,96210,336254,123909,183176,123289
206650,96210,124177,123909,336220,124350
240355,123909,183176,123289,234698,161801
219328,96210,234267,124177,123909,336220
228151,96210,123909,336220,183176,234698
242615,96210,336254,234267,123909,336220
235025,96210,123909,336220,160132,183176
212569,96210,124177,123909,336220,160132
200313,96210,336254,234267,123909,336220
245864,96210,336254,234267,124177,123909
226666,96210,234267,124177,123909,336220
234273,96210,123909,336220,160132,183176
216743,96210,336254,123909,336220,183176
238974,96210,124177,123909,336220,124350
241063,96210,123909,336220,183176,234698
207918,336254,123909,234698,124228,158866
231439,96210,336254,124177,123909,336220
231325,96210,336254,234267,124177,123909
235098,96210,336254,123909,336220,183176
206532,96210,336254,234267,123909,336220
209618,96210,336254,123909,336220,183176
226340,96210,336254,123909,336220,183176
217924,58974,74705,235886,59673,160560
205490,96210,336254,123909,336220,183176
213619,96210,336254,123909,336220,123826
211351,96210,336254,336220,183176,234698
229750,96210,336254,123909,336220,183176
226430,96210,124177,123909,336220,124350
244132,96210,336254,124177,123909,336220
218883,96210,336254,234267,124177,123909
223941,96210,123909,336220,183176,234698
241671,96210,336254,234267,124177,123909
218762,96210,234267,124177,123909,336220
210848,96210,336254,234267,124177,123909
234528,96210,336254,234267,124177,123909
208744,96210,336254,234267,123909,336220
230571,96210,124177,123909,336220,160132
214597,96210,336254,234267,124177,123909
218822,96210,234267,123909,336220,183176
232608,96210,123909,183176,233688,289090
210291,96210,336254,234267,123909,336220
207337,96210,124177,123909,336220,124350
235269,96210,336254,123909,336220,183176
214635,96210,336254,234267,124177,123909
207942,96210,336254,234267,124177,123909
237880,96210,336254,234267,124177,123909
224499,336254,234267,124177,123909,336220
203205,96210,124177,123909,124350,183176
223839,96210,336254,234267,124177,123909
218624,96210,234267,124177,123909,336220
244862,96210,124177,123909,336220,124350
218131,96210,234267,123909,336220,183176
239197,96210,123909,336220,160132,183176
245423,283027,58974,336221,162369,293142
236325,123909,234698,289090,336223,336221
203237,96210,123909,124350,183176,234698
226439,123909,183176,234698,289003,161801
210514,50822,208189,110034,209240,338044
217782,96210,336254,234267,124177,123909
205207,96210,183176,234698,233688,289003
202319,96210,123909,183176,234698,289003
230528,96210,123909,336220,183176,234698
236102,96210,336254,234267,123909,336220
236767,96210,336254,234267,123909,183176
239559,96210,336254,234267,123909,336220
230474,123909,183176,233688,289003,209236
221837,96210,336254,234267,124177,123909
237750,96210,336254,123909,183176,234698
239231,96210,336254,234267,123909,336220
245965,96210,234267,183176,234698,233688
222482,96210,123909,336220,183176,123289
222027,96210,336254,123909,336220,183176
202643,96210,336254,123909,336220,183176
239103,96210,336254,123909,336220,124350
214990,96210,336254,234267,124177,123909
202811,96210,336254,234267,124177,123909
244153,96210,123909,336220,183176,123289
249584,96210,123909,336220,160132,183176
213301,96210,124353,123909,183176,234698
224168,96210,124177,123909,336220,123826
237360,331628,277384,156628,81975,96729
238040,96210,123909,336220,160132,183176
230844,96210,123909,336220,123289,161801
215157,96210,336254,234267,123909,336220
220886,96210,336254,234267,123909,336220
240867,96210,336254,234267,123909,336220
207801,96210,336254,123909,336220,183176
205624,96210,336254,123909,336220,160132
248102,96210,336254,234267,123909,336220
248948,96210,336254,234267,123909,336220
210158,96210,234267,124177,123909,336220
209171,96210,336254,123909,336220,124350
220150,96210,123909,336220,183176,289003
201668,96210,336254,234267,123909,336220
229969,96210,336254,234267,123909,336220
228038,96210,336254,123909,336220,183176
220714,96210,124353,234267,124177,123909
241235,96210,124177,123909,183176,233688
215919,96210,336254,234267,124177,123909
231138,96210,336254,123909,336220,183176
235739,96210,123909,336220,183176,234698
200052,96210,336254,234267,123909,336220
202047,96210,123909,183176,234698,161801
205628,96210,124177,123909,336220,124350
229252,96210,336254,234267,123909,336220
220096,96210,234267,183176,336499,124194
220261,96210,336254,234267,123909,336220
206940,96210,336254,124177,123909,336220
202019,96210,336254,234267,124177,123909
202340,96210,336254,123909,336220,183176
209441,96210,336254,234267,124177,123909
244026,96210,234267,123909,336220,183176
233901,96210,336254,123909,336220,183176
210875,96210,124177,123909,336220,160132
241150,96210,336254,123909,336220,183176
238962,336254,336220,236673,183176,277491
209098,96210,336254,234267,123909,336220
218517,96210,124177,123909,336220,183176
248698,336254,289003,277107,123757,123613
230322,96210,234267,124177,123909,336220
217478,96210,234267,124177,123909,336220
228869,96210,123290,234267,124177,123909
222743,96210,336254,123909,336220,183176
216269,96210,124177,123909,336220,124350
238161,123909,123289,234698,124228,336223
243383,96210,123909,336220,160132,183176
228486,96210,336254,123909,336220,160132
206301,96210,336254,123909,336220,160132
200847,96210,336254,234267,123909,336220
243725,96210,123290,124177,336220,124350
202613,96210,336254,234267,124177,123909
210193,96210,336254,123909,336220,183176
213859,96210,123909,183176,205845,234698
212784,96210,234267,124177,123909,336220
221682,96210,123290,124353,124177,123909
211383,96210,336254,234267,124177,123909
209357,96210,336254,234267,124177,123909
226638,96210,124177,123909,336220,160132
218196,96210,124177,123909,336220,183176
208152,96210,123909,124350,160132,123826
203305,96210,124177,123909,336220,160132
206813,96210,336254,234267,123909,336220
229971,96210,124177,123909,336220,160132
226196,96210,336254,183176,289003,277107
242102,124177,123909,183176,234698,277107
217256,96210,336254,234267,123909,336220
229767,96210,336254,123909,336220,160132
233799,96210,336254,123909,336220,183176
205781,96210,234267,124177,123909,336220
210998,96210,336254,234267,124177,123909
222112,96210,234267,124177,123909,336220
241729,96210,336254,123909,336220,183176
208710,96210,336254,234267,124177,123909
235408,96210,124177,123909,336220,160132
203827,336254,234267,124177,123909,336220
222891,96210,336254,123909,336220,124350
223273,96210,336254,124177,123909,336220
201697,96210,234267,124177,123909,336220
243095,124717,31600,111174,199153,235058
215502,234698,156620,236969,285023,233717
243898,96210,336254,123909,336220,183176
203919,96210,124177,123909,336220,160132
244608,336254,234267,124177,123909,336220
223717,96210,124177,123909,336220,160132
239075,96210,123909,336220,160132,183176
244900,96210,336254,234267,124177,123909
246429,96210,336254,123909,183176,234698
217986,96210,336254,123909,336220,183176
205969,96210,336254,234267,124177,123909
239348,96210,123909,336220,183176,289090
229179,96210,336254,123909,336220,183176
241402,96210,336254,123909,336220,183176
233706,96210,336254,234267,124177,123909
232125,96210,336254,123909,336220,183176
207973,96210,336254,234267,123909,336220
243024,123909,183176,234698,289003,161801
211431,96210,336254,234267,124177,123909
236719,96210,336254,234267,123909,336220
249017,96210,123909,336220,183176,209236
238199,96210,124177,123909,124350,160132
216997,96210,336254,234267,123909,336220
219715,96210,124177,123909,336220,160132
230145,96210,336254,234267,124177,123909
204209,96210,234267,124177,123909,336220
249194,96210,123909,336220,160132,183176
247038,96210,123909,336220,183176,234698
233097,96210,124177,123909,336220,160132
246993,96210,336254,123909,336220,183176
203874,123909,124350,123289,234698,277491
202735,96210,234267,123909,336220,183176
244584,96210,124353,124177,123909,336220
213910,96210,336254,234267,124177,123909
200596,96210,336254,123909,183176,234698
201377,124177,123909,336220,160132,234698
200468,96210,336254,123909,336220,183176
235605,123368,96210,123290,123909,336220
210133,96210,336254,234267,123909,336220
241130,96210,123909,336220,183176,123289
239967,96210,336254,234267,123909,336220
223006,96210,183176,234698,124194,123757
217255,96210,336254,234267,124177,123909
237410,96210,123909,336220,160132,183176
208840,96210,124177,123909,336220,124350
239532,96210,123909,336220,160132,183176
201033,96210,124177,123909,336220,183176
224321,96210,336254,124177,123909,336220
246001,96210,336254,234267,123909,336220
224389,96210,234267,124177,123909,336220
237079,96210,124177,123909,336220,160132
218805,123909,124350,123289,124228,124194
232668,96210,234267,123909,336220,183176
221814,96210,124177,123909,336220,160132
205128,96210,123909,160132,183176,336223
236013,96210,123909,336220,183176,123289
244417,96210,336254,234267,123909,336220
229948,96210,234267,123909,336220,183176
212175,96210,336254,234267,123909,336220
201495,123909,160132,123289,124194,162338
240924,96210,336254,234267,124177,123909
239440,96210,123909,336220,183176,234698
239177,96210,123909,336220,183176,233688
207037,96210,336254,234267,123909,336220
230348,96210,336254,123909,336220,183176
244723,336254,123909,336220,183176,234698
223888,96210,336254,123909,336220,183176
239090,96210,336254,234267,123909,336220
203954,96210,234267,124177,123909,336220
203898,96210,336254,234267,124177,123909
248547,96210,336254,234267,123909,336220
239070,96210,336254,123909,336220,183176
243073,123909,336220,124350,183176,123289
219571,96210,336254,234267,123909,336220
212368,284160,235886,214206,284901,158516
237724,96210,336254,123909,336220,183176
200439,96210,124177,123909,336220,124350
245922,96210,124177,123909,336220,183176
218890,96210,234267,124177,123909,336220
246578,96210,124177,123909,336220,124350
247053,64329,162655,160974,336476,336631
211524,96210,336254,234267,124177,123909
211563,96210,336254,234267,123909,336220
247892,96210,336254,123909,336220,183176
210197,96210,124177,123909,336220,124350
206613,96210,336254,234267,124177,123909
214546,96210,336254,234267,124177,123909
217253,123909,336220,124350,123289,234698
237183,96210,336254,234267,123909,336220
204004,96210,123909,183176,234698,336223
204300,96210,336254,234267,123909,336220
214954,235520,288527,285310,85808,204078
224852,96210,336254,234267,124177,123909
208358,96210,124353,123909,336220,183176
231136,123909,161801,140528,156121,156355
244917,96210,336254,234267,123909,336220
222038,96210,336254,234267,124177,123909
237885,96210,124177,123909,336220,183176
238380,96210,336254,234267,124177,123909
238249,96210,123909,336220,160132,183176
223299,123909,183176,123289,234698,161801
235367,96210,123909,336223,64329,156355
248583,96210,124177,123909,336220,160132
248071,96210,123909,336220,160132,183176
236016,160974,156619,158906,331242,156624
243992,96210,123909,336220,160132,183176
248708,96210,123909,336220,183176,234698
215376,96210,234267,123909,183176,234698
206136,336254,234267,124177,123909,336220
244882,96210,124177,123909,336220,183176
224971,96210,336254,234267,124177,123909
215113,96210,123290,234267,124177,123909
202778,96210,336254,234267,123909,336220
207586,96210,124177,123909,336220,160132
237276,96210,123909,336220,160132,183176
245882,96210,336254,234267,124177,123909
214727,96210,336254,234267,123909,336220
237193,96210,336254,123909,336220,183176
246484,123909,183176,123289,234698,161801
235911,123909,183176,234698,277491,289090
232793,96210,336254,234267,123909,336220
214859,96210,336254,234267,124177,123909
228128,96210,123909,336220,183176,234698
240752,123909,336220,236673,277107,161801
217581,96210,336254,234267,124177,123909
223375,96210,336254,234267,123909,336220
236463,123909,183176,234698,336223,64329
241382,123909,183176,234698,336223,209236
242388,96210,336254,234267,123909,336220
232978,96210,123909,336220,160132,183176
227023,96210,234267,124177,123909,336220
202575,96210,234698,124228,336245,336221
210356,96210,336254,234267,124177,123909
218876,96210,336254,234267,124177,123909
239902,123909,234698,124228,289003,336223
202986,96210,336254,234267,124177,123909
214926,234267,168805,124748,298615,331116
211581,96210,123909,336220,183176,234698
249937,96210,336254,123909,336220,183176
212030,96210,336254,234267,124177,123909
203582,96210,124353,234267,124177,123909
230101,96210,123909,336220,236673,183176
246622,96210,336254,234267,123909,336220
221353,96210,336254,234267,124177,123909
219301,96210,336254,234267,124177,123909
235396,96210,336254,123909,336220,207981
231791,123909,183176,234698,124228,277491
240292,96210,336254,123909,336220,183176
218811,96210,336254,234267,124177,123909
230445,96210,336254,234267,123909,336220
207080,96210,124353,123909,336220,183176
218913,96210,336254,123290,234267,124177
238182,96210,124177,123909,336220,160132
217739,96210,336254,234267,124177,123909
212021,96210,234267,124177,123909,336220
205933,96210,336254,234267,123909,336220
218791,96210,336254,123909,183176,123289
246215,96210,123909,336220,160132,183176
225269,96210,234267,183176,234698,233688
213963,96210,123909,183176,123289,234698
224571,96210,336254,123909,336220,183176
240043,96210,123290,234267,124177,123909
219189,96210,124177,123909,336220,124350
218621,96210,336254,124177,123909,336220
216796,336254,234267,124177,123909,336220
247762,96210,336254,123909,336220,183176
209982,96210,336254,234267,124177,123909
217415,96210,123290,124177,123909,336220
229211,96210,336254,234267,336220,183176
200146,96210,336254,123909,234698,289003
245131,96210,336254,124177,123909,336220
221841,96210,336254,123909,336220,183176
233452,96210,123909,160132,183176,234698
231180,96210,336254,234267,124177,123909
209615,96210,234267,124177,123909,336220
233487,96210,336254,234267,124177,123909
203675,96210,336254,234267,123909,336220
248453,96210,123909,336220,183176,234698
201446,123909,183176,123289,234698,277107
215971,96210,336254,123909,336220,183176
200365,96210,336254,123909,336220,183176
226857,336254,234267,124177,123909,336220
205300,96210,124177,123909,336220,183176
201536,96210,123909,160132,183176,123289
211734,96210,124177,123909,336220,160132
209593,96210,124177,123909,336220,160132
229381,96210,123290,234267,124177,123909
234152,96210,336254,123909,336220,183176
213555,96210,124177,123909,336220,124350
203749,96210,336254,123290,124177,123909
242158,96210,183176,234698,161801,336223
237252,96210,234267,123909,336220,183176
229660,96210,124177,123909,336220,160132
206741,96210,336254,234267,124177,123909
230639,123290,123909,183176,123289,123757
219140,96210,234267,124177,123909,336220
240471,336254,234267,123909,336220,183176
237853,96210,123909,336220,160132,183176
232502,96210,336254,234267,124177,123909
227938,96210,336254,123909,336220,183176
239434,96210,336254,234267,123909,336220
246002,96210,336254,234267,124177,123909
205133,96210,336254,123909,336220,183176
216416,96210,234267,124177,123909,161907
243473,96210,336254,234267,124177,123909
212154,96210,336254,234267,124177,123909
208723,96210,336254,123290,124353,234267
229163,96210,336254,123909,336220,183176
218761,96210,336254,234267,123909,336220
244557,96210,234267,123909,336220,183176
204018,96210,123290,124177,123909,336220
230130,96210,336254,234267,123909,336220
226723,96210,336254,123909,336220,183176
211631,96210,336254,123909,336220,124350
226412,96210,124353,234267,124177,123909
202460,96210,123290,124177,336220,124350
237414,96210,336254,123909,336220,183176
226248,123368,96210,123290,123909,336220
216570,96210,336254,234267,123909,336220
234742,96210,123909,336220,160132,183176
204921,96210,123290,234267,124177,123909
224642,96210,124177,123909,336220,160132
229176,96210,234267,124177,123909,336220
223707,96210,336254,234267,123909,336220
232638,96210,336254,234267,123909,336220
243559,96210,123290,124177,123909,336220
229148,96210,336254,234267,124177,123909
205618,96210,336254,234267,124177,123909
242705,336254,123909,183176,289090,336223
206671,96210,336254,234267,124177,123909
224074,96210,123909,336220,124350,183176
245109,96210,336254,234267,123909,336220
222391,96210,336254,234267,124177,123909
241201,96210,336254,234267,123909,336220
237831,96210,123909,183176,234698,124228
235291,96210,123909,183176,234698,277107
248429,96210,234267,123909,336220,183176
200622,96210,336254,123290,124177,123909
211981,96210,123909,183176,234698,336221
217628,96210,234267,124177,123909,336220
236262,96210,336254,234267,124177,123909
247393,96210,336254,123909,336220,183176
235385,96210,336254,234267,123909,336220
203697,96210,234267,123909,336220,183176
233678,96210,336254,234267,123909,336220
249169,96210,336254,123909,336220,183176
241320,96210,336254,234267,123909,336220
233717,96210,336254,234267,123909,336220
231203,96210,336254,234267,123909,336220
239386,96210,336254,234267,124177,123909
224671,96210,336254,234267,123909,336220
242112,96210,336254,234267,123909,336220
237129,123909,336223,162718,276970,162655
238292,96210,336254,124177,123909,336220
246043,96210,336254,123909,336220,236673
221239,96210,123909,336220,183176,234698
238219,123368,96210,123290,124177,123909
201756,336254,123290,289003,161801,276970
223579,96210,336254,123909,183176,234698
221890,96210,336254,123909,336220,183176
222050,96210,124177,123909,336220,124350
227327,96210,336254,234267,123909,336220
219794,96210,124177,123909,336220,160132
226954,96210,123909,336220,183176,234698
238655,234267,123909,233688,123757,207603
200020,96210,336254,234267,123909,336220
241093,96210,336254,123909,183176,233688
211087,96210,124177,123909,336220,160132
226153,96210,124177,123909,336220,183176
212721,96210,234267,124177,123909,336220
222260,96210,336254,123909,336220,183176
236189,96210,336254,234267,123909,336220
228831,96210,124177,123909,336220,160132
236822,96210,336254,123909,336220,183176
216400,96210,336254,234267,123909,336220
203982,96210,336254,124177,123909,336220
213489,96210,123909,336220,183176,234698
235999,96210,124177,123909,124350,160132
204565,96210,336254,234267,123909,336220
241362,96210,336254,123909,336220,183176
248580,96210,336254,123909,336220,183176
240314,96210,123909,336220,124350,183176
225407,96210,124177,123909,336220,160132
215489,96210,336254,234267,123909,336220
207540,96210,336254,234267,124177,123909
208855,96210,336254,234267,124177,123909
218267,96210,124177,123909,336220,160132
217281,96210,336254,123909,336220,160132
223328,96210,123909,336220,124350,183176
226144,96210,336254,234267,123909,336220
213659,96210,123909,336220,183176,234698
215747,96210,336254,234267,124177,123909
233159,96210,336254,234267,123909,336220
246494,96210,336254,234267,123909,336220
248210,96210,183176,205845,234698,233688
218660,96210,234267,123909,336220,183176
222971,96210,336254,234267,124177,123909
236318,123909,336223,336221,156619,233997
202445,96210,336254,123909,336220,183176
214005,96210,336254,234267,123909,336220
203953,123368,96210,123290,124177,123909
228624,96210,336254,123909,183176,234698
229053,96210,234267,123909,336220,183176
239078,96210,336254,234267,123909,336220
201157,123368,96210,123290,124177,123909
236233,96210,336254,123909,183176,234698
236397,96210,123909,336220,183176,234698
214506,96210,124177,123909,336220,183176
237851,96210,336254,234267,123909,336220
222664,96210,123290,234267,124177,123909
231358,96210,336254,123909,183176,123289
228106,96210,336254,234267,124177,123909
221957,96210,336254,124177,123909,336220
224624,96210,123909,336220,183176,234698
215773,96210,336254,234267,124177,123909
223845,96210,124177,123909,336220,124350
240663,123909,207981,183176,234698,289003
205561,123909,161801,140528,156121,156355
222016,96210,336254,234267,123909,336220
215309,96210,124353,234267,124177,123909
228506,96210,336254,234267,124177,123909
229738,96210,336254,234267,123909,336220
226697,96210,336220,183176,336223,209236
213579,96210,336254,123909,336220,183176
224505,96210,336254,123909,336220,183176
213668,96210,336254,234267,336220,183176
249217,123909,183176,234698,336223,161858
218719,96210,336254,124177,123909,336220
246184,96210,336254,123909,336220,183176
235370,96210,336254,124177,123909,336220
222550,96210,123290,234267,124177,123909
205229,96210,336220,183176,277491,289003
226695,96210,336254,234267,124177,123909
244236,96210,336254,123909,336220,183176
204115,96210,123909,183176,205845,234698
210098,336254,234267,123909,336220,183176
237909,96210,336254,123909,336220,183176
212069,96210,336254,123909,336220,160132
240791,123909,336220,124350,183176,123289
230588,96210,336254,123909,336220,183176
230629,96210,124177,123909,336220,183176
236509,96210,336254,234267,123909,336220
235044,96210,123909,336220,160132,183176
222312,96210,336254,234267,183176,205845
244450,96210,336254,123909,336220,183176
211320,96210,336254,234267,124177,123909
218212,96210,336254,123909,336220,183176
238555,96210,336254,123909,336220,183176
227689,96210,336254,123909,336220,183176
204912,96210,336254,123909,336220,183176
227030,336254,123909,336220,124194,289003
205178,96210,336254,123909,234698,336223
241280,96210,123909,336220,183176,234698
206862,96210,336254,234267,124177,123909
208957,96210,124353,123909,336220,183176
245892,96210,336254,234267,124177,123909
220849,336254,234267,124177,123909,336220
226022,96210,124177,123909,336220,124350
229121,96210,336254,123909,336220,124350
247089,96210,336254,234267,123909,336220
242351,96210,336254,234267,123909,336220
229743,96210,123909,336220,183176,234698
222317,96210,336254,123909,336220,124350
200173,96210,336254,124177,123909,336220
215272,183176,234698,336223,209236,124749
239319,336254,234267,124177,123909,336220
211239,96210,336254,234267,124177,123909
247278,96210,123909,336220,160132,183176
226030,96210,123290,124177,123909,336220
218416,96210,336254,234267,124177,123909
236866,96210,336254,234267,123909,336220
238696,96210,336254,234267,123909,336220
245264,336254,123909,336220,183176,123289
229028,96210,336254,234267,123909,336220
234610,96210,336254,234267,123909,336220
236898,96210,336254,234267,123909,336220
237161,96210,336254,124177,123909,336220
227029,123909,336220,183176,234698,289090
236536,96210,336254,123909,336220,183176
232574,96210,336254,234267,123909,336220
215148,96210,336254,234267,123909,336220
210215,96210,234267,124177,123909,336220
241920,96210,336254,124177,123909,336220
213328,124177,123909,234698,124194,123757
224432,96210,234267,124177,123909,336220
203330,96210,336254,234267,124177,123909
206313,96210,336254,234267,123909,336220
236969,96210,336254,123909,336220,183176
232973,96210,336254,183176,289003,277107
212443,96210,234267,124177,123909,336220
201467,96210,336254,123909,183176,233688
240839,96210,336254,234267,123909,336220
234204,96210,123909,336220,160132,183176
244415,96210,124353,234267,124177,123909
244118,96210,336254,234698,289003,336250
216748,96210,336254,234267,124177,123909
246603,96210,336254,123909,183176,234698
228174,96210,123909,336220,160132,183176
220301,96210,123290,234267,124177,123909
227385,96210,123909,336220,183176,234698
240109,96210,124177,123909,336220,160132
201471,336254,234267,124177,123909,336220
227485,96210,124177,123909,336220,183176
205047,96210,124177,123909,336220,124350
233997,96210,123909,336220,183176,234698
247071,96210,336254,234267,124177,123909
214853,96210,336254,234267,124177,123909
212962,96210,123290,234267,124177,123909
213541,96210,234267,123909,336220,183176
246444,96210,336254,234267,123909,336220
218116,96210,285310,235861,303180,288992
249943,96210,336254,123909,336220,183176
215719,96210,336254,234267,124177,123909
223938,123368,96210,123290,124177,123909
204779,96210,234267,124177,123909,336220
225398,96210,124353,234267,124177,123909
246684,96210,336254,124177,123909,336220
239286,183176,289090,108856,162655,160974
208447,96210,336254,234267,123909,336220
237134,96210,336254,123909,336220,183176
243723,96210,123909,183176,123289,234698
217738,96210,336254,234267,124177,123909
247585,96210,336254,234267,123909,336220
201137,123909,183176,234698,336223,124749
234253,96210,234267,124177,123909,336220
202904,96210,336254,123909,336220,183176
211211,96210,336254,123909,336220,183176
203814,336254,234267,124177,123909,336220
216778,96210,336254,234267,124177,123909
231563,96210,336254,123909,336220,183176
214461,96210,336254,234267,124177,123909
237415,96210,336254,234267,123909,336220
228194,96210,123909,336220,183176,234698
228405,96210,123909,336220,160132,234698
237149,96210,123909,336220,160132,183176
245669,96210,336254,123909,336220,124350
209610,96210,234267,124177,123909,336220
246942,96210,336254,123909,336220,183176
228854,96210,336254,234267,124177,123909
201004,96210,123909,183176,336223,124749
203513,96210,123909,336220,183176,234698
233409,96210,124177,123909,336220,183176
206555,96210,336254,234267,124177,123909
221570,96210,336254,234267,124177,123909
229962,96210,124177,183176,234698,233688
216984,96210,336254,234267,124177,123909
205691,96210,336254,234267,124177,123909
238944,96210,336254,234267,123909,336220
213189,96210,336254,234267,123909,336220
200925,96210,336254,234267,124177,123909
217586,96210,336254,234267,124177,123909
222863,96210,336254,234267,124177,123909
240412,96210,123909,336220,124350,183176
236687,96210,124177,123909,336220,183176
204106,96210,336254,234267,123909,336220
201912,96210,234267,336220,183176,234698
237828,96210,336254,123290,124353,124177
224884,96210,124177,123909,336220,124350
245661,96210,336254,123909,336220,183176
245527,96210,336254,123909,183176,234698
238548,160974,237464,207469,285718,208981
204947,96210,336254,234267,124177,123909
208224,96210,336254,234267,124177,123909
201200,96210,336254,123909,336220,160132
246130,336254,123909,183176,234698,124228
222860,96210,336254,234698,289003,277107
221025,96210,336254,234267,123909,336220
240800,96210,336254,123909,336220,183176
233779,96210,336254,234267,123909,336220
238014,183176,284773,235230,124316,208235
211560,96210,336254,123909,336220,160132
234402,96210,336254,336220,183176,234698
222606,96210,123909,183176,234698,124228
232457,96210,123909,183176,234698,124194
227218,96210,336254,234267,124177,123909
248088,96210,123909,336220,160132,183176
217868,96210,336254,234267,123909,336220
233251,96210,336254,234267,124177,123909
231164,336254,123909,234698,336221,156619
221045,96210,336254,124177,123909,336220
220189,96210,336254,123909,336220,183176
222465,96210,124177,123909,336220,160132
221030,96210,123909,336220,183176,234698
221582,96210,336254,234267,124177,123909
208849,96210,336254,234267,124177,123909
245872,96210,336254,234267,124177,123909
246995,123909,183176,123289,234698,161801
244194,96210,336254,123909,183176,234698
204269,96210,124177,123909,336220,124350
211661,96210,234267,124177,123909,336220
230049,96210,336254,123909,336220,183176
209961,96210,336254,124177,123909,336220
214985,96210,336254,234267,124177,123909
223330,96210,123909,336220,183176,234698
215471,96210,124177,123909,336220,160132
217021,96210,336254,123909,336220,183176
212015,96210,336254,234267,124177,123909
226129,336254,336220,183176,234698,289003
201211,96210,336254,234267,124177,123909
248381,96210,123909,336220,160132,183176
235940,96210,336254,123909,336220,183176
209154,336254,123909,336220,183176,234698
236883,96210,123909,336220,183176,123289
239489,124177,123909,160132,123289,124228
245604,96210,336254,123909,336220,183176
201437,96210,124353,124350,234698,289003
232570,96210,234267,123909,336220,183176
215508,96210,123909,336220,183176,234698
222572,96210,336254,123909,183176,234698
